Wall time,Step,Value
1653254582.5316107,0,0.10030090063810349
1653254641.809262,1,76.02808380126953
1653254887.8465824,2,83.60079956054688
1653254945.9768834,3,84.70410919189453
1653255004.6221993,4,85.70712280273438
1653255063.498728,5,85.30591583251953
1653255122.4222279,6,86.45938110351562
1653255181.1026118,7,87.56269073486328
1653255239.6875377,8,87.26178741455078
1653255298.4532633,9,88.66600036621094
1653255357.044169,10,88.16449737548828
1653255415.429797,11,88.36509704589844
1653255473.7824988,12,88.5656967163086
1653255532.249836,13,87.61283874511719
1653255590.772106,14,88.01404571533203
1653255649.3685572,15,89.06719970703125
1653255708.1294014,16,91.12336730957031
1653255766.6917999,17,91.72517395019531
1653255825.239226,18,91.82547760009766
1653255883.6121876,19,91.6248779296875
1653255942.0012856,20,91.82547760009766
1653256000.489353,21,91.6248779296875
1653256059.018616,22,91.82547760009766
1653256117.689056,23,91.87562561035156
1653256176.459087,24,91.92578125
1653256235.0950897,25,91.92578125
1653256293.5922174,26,91.77532958984375
1653256352.2673082,27,92.02607727050781
1653256410.691958,28,91.82547760009766
1653256469.018209,29,91.87562561035156
1653256527.5453877,30,91.9759292602539
1653256586.0269082,31,92.02607727050781
1653256645.0411286,32,92.37712860107422
1653256703.5865853,33,92.2768325805664
1653256762.064038,34,92.37712860107422
1653256820.7029536,35,92.52758026123047
1653256879.2184794,36,92.47743225097656
1653256937.790256,37,92.5777359008789
1653256996.191181,38,92.5777359008789
1653257054.9239144,39,92.62788391113281
1653257113.5190315,40,92.72818756103516
1653257172.00336,41,92.5777359008789
1653257230.4228046,42,92.5777359008789
1653257288.8564408,43,92.52758026123047
1653257347.5186124,44,92.5777359008789
1653257406.1026342,45,92.52758026123047
1653257464.6592593,46,92.52758026123047
1653257523.2894142,47,92.52758026123047
1653257581.7299042,48,92.52758026123047
1653257640.259256,49,92.52758026123047
1653257698.8064141,50,92.52758026123047
1653257757.3444438,51,92.5777359008789
1653257815.934617,52,92.62788391113281
1653257874.323239,53,92.52758026123047
1653257932.7529838,54,92.62788391113281
1653257991.2727628,55,92.62788391113281
1653258049.7897084,56,92.62788391113281
1653258108.3337808,57,92.62788391113281
1653258166.9841232,58,92.62788391113281
1653258225.470554,59,92.62788391113281
1653258283.9084496,60,92.62788391113281
1653258342.3895302,61,92.62788391113281
1653258401.0128284,62,92.62788391113281
1653258459.5802255,63,92.62788391113281
1653258518.1292713,64,92.52758026123047
1653258576.6800833,65,92.52758026123047
1653258635.0764842,66,92.52758026123047
1653258693.8186116,67,92.52758026123047
1653258752.3550365,68,92.52758026123047
1653258810.8700194,69,92.52758026123047
1653258869.3544962,70,92.52758026123047
1653258927.835367,71,92.52758026123047
1653258986.317308,72,92.52758026123047
1653259044.744445,73,92.52758026123047
1653259103.1893394,74,92.52758026123047
1653259161.868677,75,92.52758026123047
1653259220.4158108,76,92.52758026123047
1653259278.9119458,77,92.52758026123047
1653259337.2783499,78,92.52758026123047
1653259395.7290773,79,92.52758026123047
1653259454.202814,80,92.52758026123047
1653259512.6352224,81,92.52758026123047
1653259571.2247863,82,92.52758026123047
1653259629.8296826,83,92.52758026123047
1653259688.3355608,84,92.52758026123047
1653259746.8963594,85,92.52758026123047
1653259805.4450421,86,92.52758026123047
1653259863.940451,87,92.52758026123047
1653259922.5185082,88,92.52758026123047
1653259981.0821612,89,92.52758026123047
1653260039.5723035,90,92.52758026123047
1653260098.307081,91,92.52758026123047
1653260156.8891802,92,92.52758026123047
1653260215.547451,93,92.52758026123047
1653260274.4664116,94,92.52758026123047
1653260333.001613,95,92.52758026123047
1653260391.5805204,96,92.52758026123047
1653260450.168804,97,92.52758026123047
1653260508.632415,98,92.52758026123047
1653260567.1498127,99,92.52758026123047
1653260625.539031,100,92.52758026123047
