Wall time,Step,Value
1653339480.2219303,0,0.10030090063810349
1653339562.766101,1,49.14744186401367
1653339643.5205562,2,74.82447052001953
1653339724.3885689,3,78.03410339355469
1653339805.1461203,4,77.08124542236328
1653339885.968495,5,80.8926773071289
1653339966.6749334,6,78.93681335449219
1653340047.4394896,7,80.2908706665039
1653340128.0189402,8,80.44132232666016
1653340208.7708526,9,80.7923812866211
1653340289.5614552,10,81.1935806274414
1653340370.3665848,11,81.59478759765625
1653340451.0152664,12,80.24072265625
1653340531.7274308,13,79.6890640258789
1653340612.2932007,14,80.1905746459961
1653340692.8098147,15,79.48846435546875
1653340773.4511268,16,84.95486450195312
1653340854.1595938,17,85.35607147216797
1653340934.804393,18,85.85757446289062
1653341015.3442822,19,86.10832214355469
1653341095.861068,20,86.40922546386719
1653341176.5321794,21,86.05817413330078
1653341257.1866744,22,86.35907745361328
1653341337.7030642,23,85.95787048339844
1653341418.1448507,24,86.25877380371094
1653341498.7280786,25,86.45938110351562
1653341579.3009768,26,86.25877380371094
1653341659.761151,27,86.20862579345703
1653341740.2307754,28,86.15847778320312
1653341820.7473936,29,85.85757446289062
1653341901.342787,30,86.20862579345703
1653341982.0273697,31,86.20862579345703
1653342062.6226928,32,86.10832214355469
1653342143.3826194,33,86.00802612304688
1653342223.8795733,34,86.35907745361328
1653342304.407349,35,86.05817413330078
1653342384.9825976,36,86.05817413330078
1653342465.502782,37,86.05817413330078
1653342546.0604055,38,86.10832214355469
1653342626.7213633,39,86.30892944335938
1653342707.24164,40,86.45938110351562
1653342787.7431724,41,86.30892944335938
1653342868.1688488,42,86.25877380371094
1653342948.8100226,43,86.10832214355469
1653343029.35598,44,86.15847778320312
1653343110.006873,45,86.25877380371094
1653343190.6590161,46,86.35907745361328
1653343271.1067724,47,86.35907745361328
1653343351.6390953,48,86.25877380371094
1653343432.109451,49,86.30892944335938
1653343512.6145768,50,86.25877380371094
1653343593.1344018,51,86.30892944335938
1653343673.611097,52,86.30892944335938
1653343754.1947033,53,86.20862579345703
1653343834.8148568,54,86.30892944335938
1653343915.3669977,55,86.30892944335938
1653343995.939056,56,86.25877380371094
1653344076.5882099,57,86.20862579345703
1653344157.2425807,58,86.20862579345703
1653344237.786706,59,86.25877380371094
1653344318.3910258,60,86.25877380371094
1653344399.004542,61,86.25877380371094
1653344479.6250722,62,86.25877380371094
1653344560.163062,63,86.25877380371094
1653344640.6981559,64,86.20862579345703
1653344721.3217938,65,86.25877380371094
1653344801.811708,66,86.25877380371094
1653344882.2751956,67,86.25877380371094
1653344962.7836525,68,86.30892944335938
1653345043.3329518,69,86.30892944335938
1653345123.7115397,70,86.30892944335938
1653345204.2592425,71,86.30892944335938
1653345284.7326994,72,86.30892944335938
1653345365.384305,73,86.30892944335938
1653345446.047662,74,86.25877380371094
1653345526.5023534,75,86.25877380371094
1653345607.025904,76,86.25877380371094
1653345687.4655347,77,86.25877380371094
1653345768.1307888,78,86.25877380371094
1653345848.7088547,79,86.25877380371094
1653345929.2419028,80,86.25877380371094
1653346009.8303072,81,86.25877380371094
1653346090.469803,82,86.25877380371094
1653346171.124497,83,86.25877380371094
1653346251.6925187,84,86.25877380371094
1653346332.068506,85,86.25877380371094
1653346412.7106814,86,86.25877380371094
1653346493.2737336,87,86.25877380371094
1653346573.783558,88,86.25877380371094
1653346654.2143118,89,86.25877380371094
1653346734.7501702,90,86.25877380371094
1653346815.2403061,91,86.25877380371094
1653346895.8732424,92,86.25877380371094
1653346976.358942,93,86.25877380371094
1653347056.9405026,94,86.25877380371094
1653347137.524741,95,86.25877380371094
1653347217.9976478,96,86.25877380371094
1653347298.6985936,97,86.25877380371094
1653347379.3301754,98,86.25877380371094
1653347459.8830004,99,86.25877380371094
1653347540.3414993,100,86.25877380371094
