Wall time,Step,Value
1653308603.0141184,0,0.10030090063810349
1653308685.8790112,1,23.019058227539062
1653308766.5408318,2,71.46439361572266
1653308847.3761632,3,75.92778015136719
1653308928.1292036,4,78.435302734375
1653309008.612225,5,79.18756103515625
1653309089.1134408,6,79.3380126953125
1653309169.8592093,7,78.3851547241211
1653309250.3697505,8,80.94282531738281
1653309332.0661433,9,80.24072265625
1653309413.549715,10,79.5887680053711
1653309494.0941844,11,81.34403228759766
1653309574.3806744,12,80.09027099609375
1653309654.945966,13,79.23771667480469
1653309735.3938673,14,80.4914779663086
1653309816.0148873,15,78.28485870361328
1653309896.634833,16,84.80441284179688
1653309977.1971908,17,85.70712280273438
1653310057.858519,18,85.90772247314453
1653310138.446512,19,85.80742645263672
1653310219.4900062,20,85.80742645263672
1653310300.155914,21,85.80742645263672
1653310381.1938853,22,85.95787048339844
1653310462.105514,23,86.25877380371094
1653310542.5014768,24,86.55967712402344
1653310622.9943058,25,86.05817413330078
1653310704.0295503,26,85.75727081298828
1653310784.3723323,27,85.90772247314453
1653310865.6209445,28,85.45636749267578
1653310946.0179644,29,86.55967712402344
1653311027.342542,30,85.70712280273438
1653311107.8016891,31,86.15847778320312
1653311188.3203042,32,86.30892944335938
1653311269.1901023,33,86.40922546386719
1653311350.0267124,34,86.35907745361328
1653311430.353547,35,86.20862579345703
1653311510.8250895,36,86.10832214355469
1653311591.4001236,37,86.25877380371094
1653311672.199101,38,86.50952911376953
1653311752.8551493,39,86.55967712402344
1653311833.53593,40,86.71012878417969
1653311914.79766,41,86.35907745361328
1653311995.9767628,42,86.40922546386719
1653312076.4479258,43,86.50952911376953
1653312157.2065048,44,86.81043243408203
1653312237.6406796,45,86.50952911376953
1653312318.0690851,46,86.60983276367188
1653312398.4580412,47,86.50952911376953
1653312478.910121,48,86.65998077392578
1653312559.3348038,49,86.65998077392578
1653312639.648338,50,86.50952911376953
1653312720.1569595,51,86.71012878417969
1653312800.535932,52,86.55967712402344
1653312880.9896188,53,86.60983276367188
1653312961.3458147,54,86.65998077392578
1653313041.8814015,55,86.71012878417969
1653313122.2588136,56,86.60983276367188
1653313202.7633064,57,86.71012878417969
1653313283.1632335,58,86.65998077392578
1653313363.4494667,59,86.65998077392578
1653313443.7748742,60,86.60983276367188
1653313524.102422,61,86.55967712402344
1653313604.637363,62,86.60983276367188
1653313685.2082577,63,86.60983276367188
1653313765.6399863,64,86.60983276367188
1653313846.1799772,65,86.60983276367188
1653313926.6917317,66,86.60983276367188
1653314007.1184201,67,86.65998077392578
1653314087.5978343,68,86.65998077392578
1653314168.1073349,69,86.65998077392578
1653314248.475304,70,86.65998077392578
1653314328.9246225,71,86.65998077392578
1653314409.3721566,72,86.65998077392578
1653314489.7503,73,86.65998077392578
1653314570.2212157,74,86.65998077392578
1653314650.68073,75,86.71012878417969
1653314731.0754247,76,86.71012878417969
1653314811.701107,77,86.71012878417969
1653314892.315429,78,86.71012878417969
1653314972.574012,79,86.71012878417969
1653315053.0038033,80,86.71012878417969
1653315133.4386792,81,86.71012878417969
1653315213.8304253,82,86.71012878417969
1653315294.2230794,83,86.71012878417969
1653315374.6180134,84,86.71012878417969
1653315454.855936,85,86.71012878417969
1653315535.4011698,86,86.71012878417969
1653315615.8201125,87,86.71012878417969
1653315696.1117594,88,86.71012878417969
1653315776.557768,89,86.71012878417969
1653315856.8749537,90,86.71012878417969
1653315937.1856713,91,86.71012878417969
1653316017.5458016,92,86.71012878417969
1653316097.963164,93,86.71012878417969
1653316178.5104985,94,86.71012878417969
1653316259.0591035,95,86.71012878417969
1653316339.5971653,96,86.71012878417969
1653316419.936571,97,86.71012878417969
1653316500.3354566,98,86.71012878417969
1653316580.8797107,99,86.71012878417969
1653316661.3055155,100,86.71012878417969
